tmdb_id,show_title,character_name,billing_order,tmdb_person_id,name,also_known_as,gender,birthday,deathday,age,place_of_birth,nationality,known_for_dept,biography,marriage_status,spouse_names,partner_names,profile_url,instagram_id,instagram_url,twitter_id,twitter_url,facebook_id,facebook_url,tiktok_id,tiktok_url,imdb_id,wikidata_id,popularity
226707,Inspector Avinash,Poonam Mishra,3,1607316,Urvashi Rautela,Urvasi Rautela | Oorvashi Rautela | Oorvasi Rautela | اورواشی رائوتلا,Female,1994-02-25,,32,"Haridwar, Uttarakhand, India",India,Acting,"Urvashi Rautela was born in Kotdwar, a small town in the Pauri Garhwal district of Indian state, Uttarakhand. She is an established Bollywood actor, model and beauty pageant enthusiast having won several crowns and accolades for herself including participating in the 2015 Miss Universe contest. She debuted opposite Sunny Deol in 2013's Singh Saab The Great, but shot to fame in late 2014 when she appeared in Yo Yo Honey Singh's music video Love Dose, which was followed by minor roles in both Bollywood and South Indian films until 2016, when she appeared as the supporting actress and lead actress in Sanam Re and Great Grand Masti respectively. Urvashi Rautela landed her first lead role as the femme fatale, Tasha, in the 2018 erotic thriller Hate Story IV.  Outside of her film industry and mo",Unknown,,,https://image.tmdb.org/t/p/w500/50ZbnHN1KvibebYCTtQ6IkBTJLq.jpg,urvashirautelaforever,https://www.instagram.com/urvashirautelaforever/,,,ImUrvashiRautela,https://www.facebook.com/ImUrvashiRautela,,,nm5856898,Q7901587,1.06
226707,Inspector Avinash,Veer Bhushan,4,1714230,Freddy Daruwala,Freddy,Male,1984-05-12,,41,"Surat, Gujarat, India",India,Acting,Freddy Daruwala  is an Indian model and actor based in Mumbai. Daruwala was highly involved in modelling and was considered as one of the top models in the country during his active years. He is Currently working as an actor in Bollywood.,Unknown,,,https://image.tmdb.org/t/p/w500/1j9edqXNA4t0mT2oCXpWZWHBvqS.jpg,,,,,,,,,nm4687953,Q16223121,0.35
226707,Inspector Avinash,Gaya Prasad Mishra,5,85659,Govind Namdeo,Govind Namdev | Govind Namadeo | Govind Namadev,Male,,,,,,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/4PYvzEHjEXScVjYuiQxVpNpvQ18.jpg,,,,,,,,,nm0620636,Q11985045,0.75
226707,Inspector Avinash,Samar,6,85656,Zakir Hussain,Zakir Husain | Zakeer Hussain | Zakeer Husain,Male,,,,"Meerut, Uttar Pradesh, India",India,Acting,"Zakir Hussain is an Indian film actor who is known for his negative and comic roles. His best-known performances include those of Rashid in Ramgopal Varma's 2005 film Sarkar, and Shardul in Sriram Raghavan's 2007 film Johnny Gaddaar. Prakash Rao in Singham Returns [Rohit Shetty] and many more.",Unknown,,,https://image.tmdb.org/t/p/w500/etiL0ANjzBhTiyvUblZl6vwIog9.jpg,,,,,,,,,nm1664541,Q8065108,0.56
226707,Inspector Avinash,Chief Minister,7,232828,Kiran Kumar,किरन कुमार,Male,,,,,,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/vnpgMjRmNXl9r6LE2N5RJ1F5gD6.jpg,,,,,,,,,,,0.79
226707,Inspector Avinash,Ahalawat,8,86029,Rajneesh Duggal,रजनीश दुग्‍गल | Rajniesh | Rajniesh Duggual | Rajneesh,Male,1979-11-19,,46,"New Dehli, India",India,Acting,"Rajneesh Duggal is an Indian actor and model known for his work in Bollywood and television. He started his career as a successful model, winning the title of Mr. India in 2003. He made his Bollywood debut with Vikram Bhatt’s horror thriller 1920 (2008), which gained him recognition. He later appeared in films like Dangerous Ishhq (2012), Ek Paheli Leela (2015), and Wajah Tum Ho (2016). Rajneesh also ventured into television, winning Khatron Ke Khiladi 5 and starring in shows like Aarambh and Shrimad Bhagwat Mahapuran.",Unknown,,,https://image.tmdb.org/t/p/w500/70Ym4VWjrApsNWBRX3TVEN9LlYM.jpg,rajnieshduggall,https://www.instagram.com/rajnieshduggall/,rajnieshduggall,https://twitter.com/rajnieshduggall,,,,,nm3152983,Q2376253,0.54
226707,Inspector Avinash,Shashi Bhushan Singh,9,85886,Adhyayan Suman,,Male,1988-01-13,,38,"Mumbai, Maharashtra, India",India,Acting,Adhyayan Suman is an Indian actor and singer who appears in Hindi language films. He debuted in 2008 with Haal–e–dil. His second film was Raaz – The Mystery Continues was a semi-hit. Suman was praised for his performance in the 2009 Mukesh Bhatt film Jashnn.,Unknown,,,https://image.tmdb.org/t/p/w500/cFJFOjpNn4pQIge9Ty52j1UiKmb.jpg,adhyayansuman,https://www.instagram.com/adhyayansuman/,,,AdhyayanSumanOfficial,https://www.facebook.com/AdhyayanSumanOfficial,,,nm3057159,Q3595198,0.33
226707,Inspector Avinash,Amrita,10,1376743,Bidita Bag,,Female,1991-09-30,,34,"Santragachhi, Howrah, West Bengal, India",India,Acting,"Bidita Bag is an Indian actress and a professional model. She has a varied portfolio when it comes to print advertisements, TV commercials and films. She is mostly known for her inclination towards socio-political films.

While in college, Bidita pursued a career in modelling. She was spotted by Jeena Mitra Banik and ace make-up artist Late Prabeer Kumar Dey. She came into limelight in Kolkata after working for designers like Sabyasachi Mukherjee and Kiran Uttam Ghosh. After graduation she shifted her base to Mumbai. She has worked for Lakme fashion week, Lakme Elle-18, Vaseline, Nokia, Motorola, Colgate, Reliance etc. Recently she has been face of brands like Fair and Lovely (make-up man ki beti), 7UP, Samsung Corby TV, Wild Stone deodorant, Kwality Walls Cornetto, Manubhai Jewellers, Jad",Unknown,,,https://image.tmdb.org/t/p/w500/2W8PJe4w3QRlgv6M4vZEMscFEyF.jpg,,,,,BiditaBagOfficial,https://www.facebook.com/BiditaBagOfficial,,,nm5089122,Q16727188,0.54
241088,Perilloor Premier League,Malavika Purushothaman,0,1488864,Nikhila Vimal,Nikila Vimal | Nikhila | Nikila | نیخیلا ویمال | Nhikhila Vimal,Female,1994-03-09,,32,"Kannur, Kerala, India",India,Acting,"Nikhila Vimal is an Indian actress who is active in Malayalam and Tamil  film industry. She made her acting debut in Television with a  documentary on Saint Alphonsa which aired on Shalom TV. While studying  in Std 8th, she made her big screen debut in the film Bhagyadevatha (2009) where she played Jayaram's sister in the film. She is well known to the Tamil audience as Latha from Vetrivel (2016) film, in which she was the pair of M. Sasikumar.",Unknown,,,https://image.tmdb.org/t/p/w500/rhj9mUuZ5yiORTKbampS9LEMShi.jpg,nikhilavimalofficial,https://www.instagram.com/nikhilavimalofficial/,Nikhilavimal1,https://twitter.com/Nikhilavimal1,Nikhilaonline,https://www.facebook.com/Nikhilaonline,,,nm7473958,Q24895369,1.02
241088,Perilloor Premier League,Sreekuttan,1,1071565,Sunny Wayne,Sujith Unnikrishnan | സണ്ണി വെയ്ൻ | Arjun Sunny Wayne | Sunny Wayan,Male,1983-08-19,,42,"Wayanadu, Kerala, India",India,Acting,"Sunny Wayne  is an Indian film actor who works in Malayalam cinema. He made his acting debut in Second Show (2012) He has starred in over 20 films

He best known for his debut film Second Show,  Annayum Rasoolum , Annmariya Kalippilannu, and Alamara",Unknown,,,https://image.tmdb.org/t/p/w500/hDItNlwPcxDLHzSKDUYoEztp2yo.jpg,sunnywayn,https://www.instagram.com/sunnywayn/,,,SunnyWayn,https://www.facebook.com/SunnyWayn,,,nm4921399,Q7640760,0.45
241088,Perilloor Premier League,Peethambaran Kurupp,2,584765,Vijayaraghavan,വിജയരാഘവൻ,Male,1951-12-20,,74,"Kuala Lumpur, Malaysia",Malaysia,Acting,Vijayaraghavan is an Indian actor who mainly acts in Malayalam cinema. He is popular for his character roles. He is the son of popular drama and cinema artist N. N. Pillai.,Unknown,,,https://image.tmdb.org/t/p/w500/3AE7r02YPbSrEUIfP7gUN7lLNfI.jpg,,,,,,,,,nm1066795,Q7929297,0.55
241088,Perilloor Premier League,K M Soman,3,584625,Ashokan,അശോകൻ | Asokan,Male,1961-05-23,,64,"Haripad, Kerala, India",India,Acting,Ashokan is an Indian actor known for his roles in Malayalam films. He made his film debut with Peruvazhiyambalam as the main hero; the film won the 1979 National film award for best feature film.,Unknown,,,https://image.tmdb.org/t/p/w500/xtluHzXM8msExrEHUYOEAiYmEqK.jpg,,,,,,,,,nm0039596,Q277300,0.66
241088,Perilloor Premier League,Psycho Balachandran,4,1130154,Aju Varghese,അജു വര്‍ഗീസ്,Male,1985-01-11,,41,"Tiruvalla, Kerala, India",India,Acting,"Aju Varghese is an Indian film actor. He made his debut in 2010 in the Malayalam film, Malarvadi Arts Club under Vineeth Sreenivasan,  which was a super hit and has been active in the Malayalam film industry, since. He joined hands with Vineeth Sreenivasan, Thattathin Marayathu (2012) and Oru Vadakkan Selfie  (2015) created a bigger mark at the box office and his performance was  praised by the audience and critics alike, as it turned out to be a blockbuster. His other films include Kili Poyi, Zachariyayude Garbhinikal, Ohm Shanthi Oshaana, Punyalan Agarbattis, Vellimoonga , 'Ormayundo Ee Mukham , Kunjiramayanam, Su Su Sudhi Vatmeekam, Two Countries and Adi Kapyare Koottamani"" . He has acted in some advertisements.

Aju Varghese was born to Varghese and Celiene in Thiruvalla a Town in Path",Unknown,,,https://image.tmdb.org/t/p/w500/1kP34TpAdUt174VZWCaxHua2sy1.jpg,ajuvarghese,https://www.instagram.com/ajuvarghese/,AjuVarghesee,https://twitter.com/AjuVarghesee,AjuVargheseOfficial,https://www.facebook.com/AjuVargheseOfficial,,,nm4028151,Q4699975,0.82
241088,Perilloor Premier League,Ambareesh,5,3155074,Sarath Sabha,,Male,,,,"Palakkad, Kerala, India",India,Acting,Sarath Sabha is an Indian actor works in Malayalam films,Unknown,,,https://image.tmdb.org/t/p/w500/2gbYLvq36VCI23mLjnLm6HsgkpQ.jpg,sarath_sabha_,https://www.instagram.com/sarath_sabha_/,,,,,,,nm7977184,,0.3
241088,Perilloor Premier League,,6,2968328,Gopika Ramesh,,Female,2000-07-05,,25,"Kochi, Kerala, India",India,Acting,"Gopika Ramesh is an Indian film actress known for Suzhal - The Vortex (2022), Identity (2025) & Dragon (2025).",Unknown,,,https://image.tmdb.org/t/p/w500/neFrocaEugbnJCI0BPIXWY0R6bX.jpg,gopika_ramesh_,https://www.instagram.com/gopika_ramesh_/,gopikaramesh_,https://twitter.com/gopikaramesh_,gopikaaramesh,https://www.facebook.com/gopikaaramesh,,,nm10899742,,0.32
241088,Perilloor Premier League,Vasu,7,4484488,Arun Pradeep,,Male,,,,,,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/5vTSIDXfllJdoXbWqP7c5msmZk1.jpg,arunpradeepmusic,https://www.instagram.com/arunpradeepmusic/,,,,,,,nm9719438,,0.14
241088,Perilloor Premier League,Radhakrishnan,8,1333382,Shivaji Guruvayoor,ശിവജി ഗുരുവായൂർ | Sivaji Guruvayoor,Male,,,,"Guruvayoor, Kerala, India",India,Acting,Shivaji Guruvayoor is a film actor in Malayalam cinema. He started his film career with the film Vachanam.,Unknown,,,https://image.tmdb.org/t/p/w500/eFTZ6q7pOEWDywkCaHsDyOUKyfw.jpg,,,,,,,,,nm3159930,Q7499279,0.23
241088,Perilloor Premier League,Chandu,9,2111511,Sajin Cherukayil,,Male,,,,"Thrissur, Kerala, India",India,Acting,Sajin Cherukayil is an Indian actor and script writer who works predominantly in the Malayalam film industry,Unknown,,,https://image.tmdb.org/t/p/w500/fuwZ6g0GMgfKJnaZ6kJljwM277x.jpg,,,,,,,,,nm9212366,Q111627575,0.13
241088,Perilloor Premier League,Shamla,10,5282181,Vijitha Vijayakumar,Vijitha | R J Vijitha Vijayakumar | R J Vijitha,Female,,,,,,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/wORKqqUY4Z8vKMLq5jmkblyGfaM.jpg,,,,,,,,,,,0.24
232282,The Freelancer,"Avinash Kamath aka ""The Freelancer""",0,1255557,Mohit Raina,,Male,1982-08-14,,43,"Jammu, Jammu and Kashmir, India",India,Acting,"Mohit Raina is an Indian actor known for his work in television and films. Born on August 14, 1982, in Jammu, India, he gained widespread recognition for portraying Lord Shiva in the hit TV series Devon Ke Dev...Mahadev (2011-2014). His powerful performance and screen presence made him a household name. Raina later ventured into films, making his Bollywood debut in Uri: The Surgical Strike (2019). He has also worked in web series like Kaafir (2019) and Mumbai Diaries 26/11 (2021), showcasing his versatility as an actor.",Unknown,,,https://image.tmdb.org/t/p/w500/mPQ68Zweqt8HC6tI9tQ8i3KW3g9.jpg,,,,,,,,,nm3741768,Q6894209,0.87
232282,The Freelancer,Dr. Arif Khan,1,6217,Anupam Kher,अनुपम खेर | 阿努潘·凱爾 | 阿努潘·凯尔 | آنوپام کر,Male,1955-03-07,,71,"Shimla, Himachal Pradesh, India",India,Acting,"Anupam Kher (born March 7, 1955) is an Indian actor, director and producer who works primarily in Hindi-language films. He has appeared in nearly 400 films and 100 plays. He has played a variety of characters including numerous critically acclaimed leading or parallel roles. The Government of India honoured him with the Padma Shri in 2004 and the Padma Bhushan in 2016 for his contribution in the field of Indian cinema and arts.  Kher is known internationally for Bend It Like Beckham (2002), Bride and Prejudice (2004) and The Mistress of Spices (2005). In 2012, he co-starred in the Academy Award-winning Silver Linings Playbook.",Married,Kirron Kher,,https://image.tmdb.org/t/p/w500/kgU5Ap1Kf9RnicB5DMcXEZqed2f.jpg,anupampkher,https://www.instagram.com/anupampkher/,anupampkher,https://twitter.com/anupampkher,anupamkherofficial,https://www.facebook.com/anupamkherofficial,,,nm0451600,Q560163,1.84
232282,The Freelancer,Aliya Khan,2,2501963,Kashmira Pardesi,Kashmira Pardeshi,Female,1997-11-03,,28,"Mumbai, Maharashtra, India",India,Acting,Kashmira Pardeshi is an Indian film actor and model who has worked predominantly in the Telugu movie industry. She started modeling during her graduation and after attending many theatre workshops started making appearances in commercial advertisements. She made her debut with the film Nartanasala (2018) alongside Naga Shaurya under debutant director Srinivas Chakravarthi. This was followed by her big break in Bollywood with India`s First Space Film Mission Mangal in which she acted alongside a bright star cast. Her 2019 releases include Rampaat which is a Marathi Drama directed by Ravi Jadhav.,Unknown,,,https://image.tmdb.org/t/p/w500/3nT10oCJ9xU5Me6UzC3vGdBIlxG.jpg,kashmiraofficial,https://www.instagram.com/kashmiraofficial/,kashmira_9,https://twitter.com/kashmira_9,,,,,nm10592607,Q71642934,0.24
232282,The Freelancer,Inayat Khan,3,110707,Sushant Singh,,Male,,,,,,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/cAXp9JphzW3E90OHhxyBB7JXyiO.jpg,,,,,,,,,nm0839820,Q3633952,0.58
232282,The Freelancer,Mrunal Kamath,4,150435,Manjari Fadnnis,Manjari Fadnis | Manjari |  Manjari Phadnis,Female,1984-07-10,,41,"Mumbai, India",India,Acting,"Manjari Fadnnis (Marathi: मंजरी फडणीस) (born on 10 July 1984) is an Indian film actress, who has appeared in Hindi, Telugu, Bengali, Kannada and Tamil language films. She is best known for her performance in the 2008 Hindi film Jaane Tu... Ya Jaane Na.  She started her career with Rok Sako To Rok Lo in 2004, but her big break was Jaane Tu... Ya Jaane Na (2008) as the lead actor's girlfriend. Earlier she was part of the National Film Award-winning Bengali feature film Faltu and the highly unsuccessful Mumbai Salsa.  In 2008, her Telugu debut film Siddu From Srikakulam released, following which her first Tamil film Muthirai got released. Both performed poorly at the box office. Notably, she had sung a song under the direction of Yuvan Shankar Raja for Muthirai.  In September 2009 she signed ",Unknown,,,https://image.tmdb.org/t/p/w500/wqW9wAk3RkRA0UFQthybg4wlkGc.jpg,manjarifadnis,https://www.instagram.com/manjarifadnis/,,,,,,,nm1967908,Q6750364,0.56
232282,The Freelancer,Sabreena Khan,5,1873664,Ayesha Raza Mishra,Ayesha Raza,Female,1977-09-26,,48,,,Acting,"A prolific theater artist Ayesha Raza Mishra is seldom seen working in movies. Since two of her grand-aunts were theater actors, Ayesha had always been exposed to theater. She soon took to performing on stage after training under the guidance of Amal and Nissar Allana at the Dramatic Art and Design Academy in New Delhi. She has also been a part of two very popular YouTube web series Permanent Roommates and Bang Baaja Baarat. With several plays to her credit, Ayesha has also appeared in movies such as Dhoom, Happy Bhaag Jayegi, Dil Dhadakne Do, Befikre, Toilet - EK Prem Katha and Sonu Ke Titu Ki Sweety.",Unknown,,,https://image.tmdb.org/t/p/w500/cKC6Gj5AbeoLpH0bxnSj8SEzewi.jpg,ayeshiraza,https://www.instagram.com/ayeshiraza/,,,,,,,nm2217498,Q98716245,0.59
232282,The Freelancer,Radha Baxi,6,231596,Sarah-Jane Dias,,Female,1982-12-03,,43,"Muscat, Oman",Oman,Acting,"Sarah-Jane Dias is an Indian actress, host, VJ and former beauty queen. She was the winner of Femina Miss India 2007 and was a VJ for Channel V.",Unknown,,,https://image.tmdb.org/t/p/w500/q3LZpS8iZWkZNa5EnKeoA9ZBapc.jpg,sarahjanedias,https://www.instagram.com/sarahjanedias/,,,,,,,nm3591549,Q863846,0.45
232282,The Freelancer,Farhat Khala,7,1549694,Balaji Gauri,,Female,,,,,,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/aGq6QfI6vJwOoMYW47Xy7uLNfYY.jpg,,,,,,,,,,,0.16
232282,The Freelancer,Raghavendra Sethu,8,2735982,John Kokken,Anish John Kokken | Anish Kokken,Male,1981-03-27,,45,"Mumbai, Maharashtra, India",India,Acting,"John Kokken aka Anish John Kokken is an Indian film actor, who works mainly in Telugu and Tamil cinemas.",Unknown,,,https://image.tmdb.org/t/p/w500/3dIc5cYnlzLYjaZYTOkrTIAg2D1.jpg,,,,,,,,,nm4071279,Q120800200,0.58
232282,The Freelancer,Mohsin Fazal,9,4258097,Navneet Malik,,Unknown,,,,,,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/loxj3IKMGcEcI0mc1qOvqYt9sc.jpg,,,,,,,,,,,0.05
115520,Paurashpur,Snehalata / Bhaumika,11,89148,Sherlyn Chopra, 	Mona Chopra | Menaka Chopra,Female,1984-02-11,,42,"Hyderabad, Telangana, India",India,Acting,"Sherlyn Chopra is an Indian model and actress known for her works in Bollywood and Playboy magazine. In July 2012, Chopra announced that she would become part of Playboy magazine. Subsequently, she became the first Indian woman posing nude for the official Playboy magazine. She was then selected to host the sixth season of the show MTV Splitsvilla. In December 2013, she released her music single titled ""Bad Girl"".",Unknown,,,https://image.tmdb.org/t/p/w500/4QggTifJ3Tfuwvts8qsarmmfLKo.jpg,sherlynchopra,https://www.instagram.com/sherlynchopra/,SherlynChopra,https://twitter.com/SherlynChopra,SherlynChopraOfficial,https://www.facebook.com/SherlynChopraOfficial,,,nm1298692,Q3481958,0.61
115520,Paurashpur,Priyadarshini,22,3591958,Prajakta Dusane,,Female,,,,,,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/iTfCRnxmtl7HmVG3iWPyHQx5jsS.jpg,,,,,,,,,,,0.43
115520,Paurashpur,Nayanprabha,23,4792315,Payel Raha,,Female,,,,,,Acting,,Unknown,,,,,,,,,,,,,,0.05
115520,Paurashpur,Dasi Shyam,24,2993291,Muskan Agarwal,Muskaan Agarwal | مسکان آگاروال,Female,,,,,,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/uCt9jLIa6hLpnmeW22Pj5yT3HXy.jpg,,,,,,,,,,,1.36
115520,Paurashpur,Champa,25,2993240,Suhana Khan,,Female,,,,,,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/vBztbnyjCYn6GmGsMKBEKm3Bhid.jpg,suhanakhan1995,https://www.instagram.com/suhanakhan1995/,Suhanak40829749,https://twitter.com/Suhanak40829749,,,,,,,0.0
115520,Paurashpur,Senapati,26,4145720,Somit Jain,,Unknown,,,,,,Acting,,Unknown,,,,,,,,,,,,,,0.0
115520,Paurashpur,King Aditya,27,4792320,Ravi Maan,,Male,,,,,,Acting,,Unknown,,,,,,,,,,,,,,0.01
289429,Hai Junoon!,Gagan,0,85045,Neil Nitin Mukesh,,Male,1982-01-15,,44,"Mumbai, Maharashtra, India",India,Acting,"Neil Nitin Mukesh Chand Mathur also known professionally as Neil Nitin Mukesh or Neil Mukesh, is an Indian actor who appears in Bollywood films. He is the son of singer Nitin Mukesh and grandson of the legendary singer Mukesh.",Unknown,,,https://image.tmdb.org/t/p/w500/7lfd8WfMc2hOXYpCRFwhjiVZ7fl.jpg,,,,,,,,,nm1778703,Q2342144,0.86
289429,Hai Junoon!,Professor Iyer,1,35779,Boman Irani,बोमन ईरानी | বোমান ইরানি | بومان ایرانی | बोमन इरानी | बोमन इराणी,Male,1959-12-02,,66,"Mumbai, Maharashtra, India",India,Acting,"Boman Irani (born 2 December 1959 in Mumbai, Maharashtra) is an Indian film and theatre actor and photographer. Irani began his acting career in theatre and moved to film in 2000 at the age of 44 with a role in Josh. Irani gained attention for his role in the 2003 comedy Munna Bhai M.B.B.S. He later appeared in Lage Raho Munna Bhai for which he received several IIFA award nominations and in 3 Idiots opposite Aamir Khan which earned him a Filmfare Award and a Star Screen Award for Best Actor in a Villainous Role. He is the host of Bollywood Ka Boss.",Unknown,,,https://image.tmdb.org/t/p/w500/5J7GiiNar9bg9rGYeA2L30JXE2W.jpg,,,,,,,,,nm1224082,Q834338,1.08
289429,Hai Junoon!,Pearl,2,95505,Jacqueline Fernandez,Jaqueline Fernandes | जैकलीन फर्नांडीस | ज्याकलिन फर्नान्डिज | जैकलिन फर्नांडीज | জ্যাকুলিন ফার্নান্দেজ,Female,1985-08-11,,40,"Manama, Bahrain",Bahrain,Acting,"Jacqueline Fernandez is a Bahraini-born Sri Lankan actress and model. She's the winner of the 2006 Miss Universe Sri Lanka pageant and represented her country at the 2006 world Miss Universe pageant. She graduated with a degree in Mass Communication from the University of Sydney, Australia, and worked as a television reporter in Sri Lanka.

While on a modelling assignment in India in 2009, Fernandez successfully auditioned for the fantasy drama ""Aladin"", which marked her acting debut. Fernandez's breakthrough role came with the psychological thriller ""Murder 2"" in 2011, her first commercial success.  One of the most popular actresses in India, she is the recipient of several awards. Alongside her screen acting career, Fernandez has worked as a judge in the ninth season of the dance reality",Unknown,,,https://image.tmdb.org/t/p/w500/32cDAxBoNHLX6XNsM1JRxa1WCxC.jpg,jacquelinef143,https://www.instagram.com/jacquelinef143/,Asli_Jacqueline,https://twitter.com/Asli_Jacqueline,AsliJacquelineFernandez,https://www.facebook.com/AsliJacquelineFernandez,,,nm2596365,Q2312801,2.46
289429,Hai Junoon!,Munmun,3,3031274,Elisha Mayor,,Unknown,,,,,,Acting,,Unknown,,,,,,,,,,,,,,0.09
289429,Hai Junoon!,Swati,4,4103536,Yukti Thareja,,Female,,,,"Karnal,Haryana",Haryana,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/aUcMSWJMz5ur0AagUYC8jQBsV32.jpg,,,,,,,,,nm12321538,Q105620781,0.12
289429,Hai Junoon!,Shona,5,4421143,Santana Roach,,Unknown,,,,,,Acting,,Unknown,,,,,,,,,,,,,,0.08
289429,Hai Junoon!,Bikram,6,2183653,Siddharth Nigam,,Male,2001-09-13,,24,"Prayagraj, Uttar Pradesh, India",India,Acting,Siddharth Nigam is an Indian actor who works in Indian television and films.,Unknown,,,https://image.tmdb.org/t/p/w500/wDkFoD6WHs8PD3uxUgEsU84hZjL.jpg,thesiddharthnigam,https://www.instagram.com/thesiddharthnigam/,siddnigam_off,https://twitter.com/siddnigam_off,TheSiddharthNigam,https://www.facebook.com/TheSiddharthNigam,,,nm6168317,Q19666030,0.6
289429,Hai Junoon!,Sebi,7,2910995,Sumedh Mudgalkar,Sumedh Vasudev Mudgalkar,Male,1996-11-02,,29,"Pune, Maharashtra, India",India,Acting,"Sumedh Mudgalkar is an Indian film and television actor and dancer. He began his career as a dancer, making his debut on the Marathi reality show Dance Maharashtra Dance in 2012 at the age of 15, and later emerged as one of the finalists on Dance India Dance (Season 4).He transitioned into acting with Channel V’s youth drama Dil Dosti Dance, where he portrayed Raghavendra “Raghav” Pratap Singh. Mudgalkar gained wider recognition for his portrayal of young Sushim in the historical series Chakravartin Ashoka Samrat, establishing himself in antagonist and morally complex roles.He achieved major popularity for portraying Lord Krishna in the mythological series RadhaKrishn, including various incarnations associated with the character of Narayan. Expanding his range further, he played the antago",Unknown,,,https://image.tmdb.org/t/p/w500/zMWAwb6yXDR7SC5ekVsgbGXSYg.jpg,beatking_sumedh,https://www.instagram.com/beatking_sumedh/,Beatking_Sumedh,https://twitter.com/Beatking_Sumedh,,,,,nm7172762,Q55634195,0.32
289429,Hai Junoon!,Kush,8,2242272,Priyank Sharma,,Male,,,,,,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/mbitQOu3nSzpw44zrYhc92lOHah.jpg,,,,,,,,,,,0.13
289429,Hai Junoon!,Tuhin,9,4544601,Sanchit Kundra,,Unknown,,,,,,Acting,,Unknown,,,,,,,,,,,,,,0.04
289429,Hai Junoon!,Tahira,10,4645352,Devangshi Sen,,Unknown,,,,,,Acting,,Unknown,,,,,,,,,,,,,,0.04
289429,Hai Junoon!,Ashutosh,11,2129202,Bhavin Bhanushali,,Male,,,,,,Acting,,Unknown,,,,bhavin_333,https://www.instagram.com/bhavin_333/,,,ItsMeBhavinBhanushali,https://www.facebook.com/ItsMeBhavinBhanushali,,,nm8941958,,0.17
289429,Hai Junoon!,Saransh,12,5469080,Arnav Maggo,,Unknown,,,,,,Acting,,Unknown,,,,,,,,,,,,,,0.01
289429,Hai Junoon!,Jasmeet,13,5469081,Mohan Pandey,,Unknown,,,,,,Acting,,Unknown,,,,,,,,,,,,,,0.0
289429,Hai Junoon!,Adah,14,5469082,Saachi Bindra,,Unknown,,,,,,Acting,,Unknown,,,,,,,,,,,,,,0.02
103761,Raktanchal,Vijay Singh,1,1847421,Kranti Prakash Jha,,Male,,,,,,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/2iQG2xsLJz0OkDEeYVEehDXcaRl.jpg,,,,,,,,,,,0.17
103761,Raktanchal,Roli,2,1874254,Soundarya Sharma,,Female,1989-09-20,,36,"New Delhi, India",India,Acting,Soundarya Sharma is an Indian actress known for ‘Ranchi Diaries’ (2017).,Unknown,,,https://image.tmdb.org/t/p/w500/3nhBVIX5fRRNRO0l6TWqy1nMMUI.jpg,,,,,,,,,nm6353139,Q55231409,0.37
103761,Raktanchal,Katta,3,1309099,Krishna Singh Bisht,,Unknown,,,,,,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/bBRg81u31Rct1YnK3KXe0cTfm6m.jpg,,,,,,,,,nm4380889,,0.24
103761,Raktanchal,Tripurari,4,1489833,Pramod Pathak,,Unknown,,,,,,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/1bGesMEYH2LylER18k6kbSltAmu.jpg,,,,,,,,,nm1221483,,0.42
103761,Raktanchal,Chhunnu,5,2514051,Basu Soni,,Unknown,,,,,,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/jl9ue7iDz7frqWUaAZSLWOyn9TB.jpg,,,,,,,,,,,0.08
103761,Raktanchal,Seema,6,2192824,Ronjini Chakraborty, Ranjini Chakraborty,Female,1992-02-24,,34,"Calcutta, West Bengal, India",India,Acting,Ronjini Chakraborty is an Indian actress and model. She has established her career in Hindi and Bengali films.,Unknown,,,https://image.tmdb.org/t/p/w500/3ZBr2sOJzWwq9R1V4yu3BPELc2u.jpg,ronjinichakraborty,https://www.instagram.com/ronjinichakraborty/,ronjinichakra,https://twitter.com/ronjinichakra,ronjini.chakraborty,https://www.facebook.com/ronjini.chakraborty,,,nm3481909,Q60649425,0.37
103761,Raktanchal,Bechan,7,2122526,Chittaranjan Tripathy,,Male,,,,"Chandabali, Odisha",Odisha,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/mthWq1JgVtlw1BmWWJkO7iGOOZ.jpg,,,,,,,,,,,0.35
