tmdb_id,movie_title,character_name,billing_order,tmdb_person_id,name,also_known_as,gender,birthday,deathday,age,place_of_birth,nationality,known_for_dept,biography,marriage_status,spouse_names,partner_names,profile_url,instagram_id,instagram_url,twitter_id,twitter_url,facebook_id,facebook_url,tiktok_id,tiktok_url,imdb_id,wikidata_id,popularity
1213898,Border 2,Major Hoshiar Singh Dahiya,1,1108119,Varun Dhawan,وارون دهاوان,Male,1987-04-24,,38,"Mumbai, Maharashtra, India",India,Acting,"Varun Dhawan is an Indian actor working in Bollywood films. The son of film director David Dhawan, he studied Business Management in England, after which he worked as an assistant director to Karan Johar on the 2010 drama My Name Is Khan. Dhawan made his acting debut with Johar's 2012 romantic comedy Student of the Year, a box office success, for which he received a Filmfare nomination for Best Male Debut. In 2014, he starred as the protagonist of two commercially successful comedies— Main Tera Hero and Humpty Sharma Ki Dulhania.",Unknown,,,https://image.tmdb.org/t/p/w500/gvvXYTpvO0Tu7naCDLL3tInyN2R.jpg,varundvn,https://www.instagram.com/varundvn/,Varun_dvn,https://twitter.com/Varun_dvn,VarunDhawan.co,https://www.facebook.com/VarunDhawan.co,,,nm3315894,Q7916220,1.99
1213898,Border 2,Fg. Offr. Nirmal Jit Singh Sekhon,2,928221,Diljit Dosanjh,Daljit Singh Dosanjh | ਦਿਲਜੀਤ ਦੋਸਾਂਝ | ਦਿਲਜੀਤ ਦੁਸਾਂਝ,Male,1984-01-06,,42,"Dosanjh Kalan, Jalandhar, Punjab, India",India,Acting,"Diljit Dosanjh is an Indian actor, singer, television presenter and social media celebrity who works in Punjabi and Hindi cinema. He is recognised as one of the leading artists in the Punjabi music industry. He also acts in Punjabi movies, with many of them being noticeable hits, including the 2012 film Jatt & Juliet, the 2013 films Jatt & Juliet 2 and ""Punjab 1984"", the 2015 film Sardaar Ji, and the 2016 films Ambarsariya, Sardaar Ji 2 and the 2017 Punjabi Film Super Singh – which are counted among the most successful Punjabi movies in history. His first recorded mainstream performance was his solo track and music video Ishq Da Uda Ada from his 2004 album produced by Finetone Cassettes. He made his Bollywood debut with Udta Punjab in 2016 for which he earned the Filmfare Award for Best Ma",Unknown,,,https://image.tmdb.org/t/p/w500/xB57LAMYa1q3CaS0TZjgf4d2OaS.jpg,,,diljitdosanjh,https://twitter.com/diljitdosanjh,DiljitDosanjh,https://www.facebook.com/DiljitDosanjh,,,nm4362492,Q5276830,1.23
1213898,Border 2,Lt. Cdr. Mahendra S. Rawat,3,2633160,Ahan Shetty,,Male,1995-12-28,,30,"Mumbai, Maharashtra, India",India,Acting,"Ahan Shetty is a bollywood Actor and the son of Actor Suniel Shetty and Mana Shetty. Actor Athiya Shetty is his elder sister. Inclined towards acting from his schooling days, his first stint with acting was a stage play in school which sealed his choice of becoming an actor. His first film released is Tadap which is produced by Sajid Nadiadwala and Fox star Studios, directed by award winning director Milan Luthria. The film has done extremely well at the Box Office and has won many accolades from the fraternity and critics alike for his portrayal of the Role ""Ishana"" - the main protagonist. Ahan Shetty is trained in martial arts and is an extremely good dancer. He has a flair for body building in believes in staying fit and eating right.",Unknown,,,https://image.tmdb.org/t/p/w500/obZtTEPF38U7LVUVSLrIx4zUthv.jpg,ahan.shetty,https://www.instagram.com/ahan.shetty/,,,,,,,nm10892211,Q23012394,0.38
1213898,Border 2,Simi Singh Kaler,4,99711,Mona Singh,[ˈmoːnaː sɪŋɡʱ] | मोना सिंह ,Female,1981-10-08,,44,"Chandigarh, Punjab, India",India,Acting,Mona Singh (born 8 October 1981) is an Indian screen actress who works in Hindi film and TV series. Singh is widely recognised for playing the eponymous heroine in the soap opera Jassi Jaissi Koi Nahin (2003–2006). She is the recipient of two ITA Awards and one Filmfare OTT Award.,Unknown,,,https://image.tmdb.org/t/p/w500/fBl5KYnlKY8HDUqlTs64xbDZtU8.jpg,monajsingh,https://www.instagram.com/monajsingh/,,,,,,,nm1587175,Q6897722,1.36
1213898,Border 2,Manjit Sekhon,5,1210757,Sonam Bajwa,Sonampreet Bajwa,Female,1992-08-16,,33,"Nainital, Uttarakhand, India",India,Acting,"Sonampreet Bajwa is an Indian model and actress active in Punjabi, Hindi, Tamil and Telugu language cinema. She participated in the Femina Miss India contest in 2012. She played the leading female role in the 2014 Punjabi super hit film Punjab 1984.",Unknown,,,https://image.tmdb.org/t/p/w500/8mZZwu4GJfYJHGHrtgluVn8XXhS.jpg,sonambajwa,https://www.instagram.com/sonambajwa/,bajwasonam,https://twitter.com/bajwasonam,ThisIsSonamBajwa,https://www.facebook.com/ThisIsSonamBajwa,,,nm6040987,Q18629110,0.83
1213898,Border 2,Sudha Rawat,6,1891368,Anya Singh,,Female,1992-12-29,,33," Delhi, India",India,Acting,"Anya Singh is an Indian actress who made her debut in Bollywood film Lex Talionis (2016). After making her acting debut as a minor artist, Singh played her first leading role in Habib Faisal's musical drama film Qaidi Band in 2017, alongside Aadar Jain.",Unknown,,,https://image.tmdb.org/t/p/w500/epszHS7QSn7FjcCv4z2sWR1KBb0.jpg,anyasinghofficial,https://www.instagram.com/anyasinghofficial/,,,anyasinghofficial,https://www.facebook.com/anyasinghofficial,,,,,0.7
1213898,Border 2,Dhanvanti,7,3514300,Medha Rana,,Female,,,,,,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/h4KLmNU2xdg33aH0NfDjOV2qqbC.jpg,,,,,,,,,nm12984352,Q135208649,0.22
1213898,Border 2,Sub. Nishan Singh,8,3272070,Paramvir Singh Cheema,Paramvir Cheema,Unknown,,,,,,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/s22Tv1fgJUJlngZtDc3hfjJ2rcg.jpg,,,,,,,,,,,0.53
1213898,Border 2,Angad Singh Kaler,9,4191277,Guneet Sandhu,,Male,2003-01-28,,23,"Amritsar, Punjab, India",India,Acting,"Guneet Sandhu is an Indian actor born on January 28, 2003, in Amritsar, Punjab. He has primarily worked in the Indian film industry, taking on roles in feature films and has regularly appeared in television commercials.",Unknown,,,https://image.tmdb.org/t/p/w500/brIjkbiTQOUKw0Zg4GOv0rIR793.jpg,theguneetsandhu,https://www.instagram.com/theguneetsandhu/,theGuneetSandhu,https://twitter.com/theGuneetSandhu,,,,,nm13739445,,0.09
1213898,Border 2,Abhinav Ranga,10,5941330,Abhinav Ranga,,Unknown,,,,,,Acting,,Unknown,,,,,,,,,,,,,,0.05
1213898,Border 2,Santram,11,140703,Vansh Bhardwaj,,Unknown,,,,,,Acting,,Unknown,,,,,,,,,,,,nm3119274,,0.33
1213898,Border 2,Beniram Rao,12,2007186,Bhushan Vikas,,Unknown,,,,,,Acting,,Unknown,,,,,,,,,,,,,,0.04
1213898,Border 2,Akram Khan,13,3272072,Ali Mughal,,Unknown,,,,,,Acting,,Unknown,,,,,,,,,,,,,,0.05
1213898,Border 2,Rasheed,14,2473853,Imran Farooqui,,Unknown,,,,,,Acting,,Unknown,,,,,,,,,,,,,,0.03
1282440,Happy Patel: Khatarnak Jasoos,Happy Patel/Happy Smith-Paisley,0,119828,Vir Das,,Male,1979-05-31,,46,"Dehradun, Uttarakhand, India",India,Acting,"Vir Das (born 31 May 1979) is a well-known Indian comedian and actor.

Description above from the Wikipedia article Vir Das, licensed under CC-BY-SA, full list of contributors on Wikipedia.",Married,Shivani Mathur,,https://image.tmdb.org/t/p/w500/uunfbzpaG7hiACQ63Mvq1P1M6v1.jpg,virdas,https://www.instagram.com/virdas/,thevirdas,https://twitter.com/thevirdas,TheVirDasOfficial,https://www.facebook.com/TheVirDasOfficial,,,nm1983888,Q7933532,0.83
1282440,Happy Patel: Khatarnak Jasoos,Mama,1,99711,Mona Singh,[ˈmoːnaː sɪŋɡʱ] | मोना सिंह ,Female,1981-10-08,,44,"Chandigarh, Punjab, India",India,Acting,Mona Singh (born 8 October 1981) is an Indian screen actress who works in Hindi film and TV series. Singh is widely recognised for playing the eponymous heroine in the soap opera Jassi Jaissi Koi Nahin (2003–2006). She is the recipient of two ITA Awards and one Filmfare OTT Award.,Unknown,,,https://image.tmdb.org/t/p/w500/fBl5KYnlKY8HDUqlTs64xbDZtU8.jpg,monajsingh,https://www.instagram.com/monajsingh/,,,,,,,nm1587175,Q6897722,1.36
1282440,Happy Patel: Khatarnak Jasoos,Rupa,2,1955922,Mithila Palkar,,Female,1993-01-12,,33,"Mumbai, India",India,Acting,"Mithila Palkar (born January 12, 1993) is an Indian actress known for her characters in the YouTube web series Girl in the City and Little Things. She rose to prominence in March 2016 with her version of the ""cup song"" inspired by Anna Kendrick's cup song from Pitch Perfect. Titled Hi Chal Turu Turu, Mithila's cup song went viral on YouTube with more than 3 million views.

Mithila made her acting debut in the year 2014 through a short film Majha Honeymoon, which was showcased in the 16th Mumbai Film Festival. In Bollywood, her first film was Nikhil Advani's Katti-Batti, in which she played the role of Imran Khan's sister. She also sang a song called ""Maharashtra Desha"" in association with Bhartiya Digital Party (BhaDiPa) which was released on 1 May 2016 on YouTube, on the occasion of Mahar",Unknown,,,https://image.tmdb.org/t/p/w500/ggqPRbqWEayrM6SCj490gIwQK6t.jpg,mipalkarofficial,https://www.instagram.com/mipalkarofficial/,,,mipalkarofficial,https://www.facebook.com/mipalkarofficial,,,nm7331044,Q24049101,0.93
1282440,Happy Patel: Khatarnak Jasoos,Geet,3,1326933,Sharib Hashmi,,Male,1976-01-25,,50,"Malad, Mumbai, India",India,Acting,"Sharib Hashmi (born 25 January 1976) is an Indian actor, writer, producer and director who works in the Hindi cinema. He is best known for portraying J.K. Talpade in the Amazon Prime Video series The Family Man (2019-2021) and Sunny in Filmistaan.

From Wikipedia, the free encyclopedia",Unknown,,,https://image.tmdb.org/t/p/w500/S3J1QbSDE7wqvlQjVKVF5jLHT.jpg,mrfilmistaani,https://www.instagram.com/mrfilmistaani/,,,,,,,nm3192510,Q16935018,0.53
1282440,Happy Patel: Khatarnak Jasoos,Roxy,4,5135363,Srushti Tawade,,Unknown,,,,,,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/A1bTo0vJ130dnTEtvKJ6N7X2Vli.jpg,,,,,,,,,,,0.15
1282440,Happy Patel: Khatarnak Jasoos,Jimmy Mario,5,52763,Aamir Khan,Mohammed Aamir Hussain Khan | आमिर ख़ान | عامر خان | 阿米尔汗 | Амир Кхан,Male,1965-03-14,,61,"Mumbai, Maharashtra, India",India,Acting,"Aamir Khan (born 14 March 1965) is an Indian actor, director, producer, filmmaker and television talk-show host who has established himself as one of the most popular and influential actors of Indian cinema. Starting his career as a child actor in his uncle Nasir Hussain's film Yaadon Ki Baaraat (1973), Khan began his professional career eleven years later with Holi (1984) and had his first commercial success with Qayamat Se Qayamat Tak (1988). He received his first National Film Award (Special Jury Award) for his role in the film Raakh (1989). After seven previous nominations during the 1980s and 1990s, Khan received his first Filmfare Award for Best Actor for his performance in the major grosser Raja Hindustani (1996)  and later earned his second Best Actor award for his performance in t",Divorced,Kiran Rao,,https://image.tmdb.org/t/p/w500/ayE2Ot15rqWU3YhPI3Yg8xBzVx7.jpg,,,,,,,,,nm0451148,Q9557,4.07
1282440,Happy Patel: Khatarnak Jasoos,Milind Morea,6,85063,Imran Khan,इमरान खान,Male,1983-01-13,,43,"Madison, Wisconsin, USA",USA,Acting,Imran Khan is an Indian American film actor. He is the nephew of actor Aamir Khan and producer-director Mansoor Khan. Khan gained popularity for his role in the 2008 film Jaane Tu... Ya Jaane Na.,Married,Avantika Malik Khan,,https://image.tmdb.org/t/p/w500/1LAZWVBxzB3L5vKfwAeTSYaqSox.jpg,,,,,,,,,nm1405359,Q312781,0.43
1282440,Happy Patel: Khatarnak Jasoos,Roger,7,3629709,Andrew Sloman,,Unknown,,,,,,Acting,,Unknown,,,,,,,,,,,,,,0.07
1282440,Happy Patel: Khatarnak Jasoos,Sebastian,8,1803199,Simon Fielder,,Unknown,,,,,,Acting,,Unknown,,,,,,,,,,,,,,0.1
1282440,Happy Patel: Khatarnak Jasoos,Rosemary,9,5943364,Prajakta Kavalekar,,Unknown,,,,,,Acting,,Unknown,,,,,,,,,,,,,,0.04
1282440,Happy Patel: Khatarnak Jasoos,Sakhubai Patel,10,1973581,Sumukhi Suresh,,Female,1987-10-18,,38,"Nagpur, Maharashtra, India",India,Acting,"Sumukhi Suresh is an actor, stand-up comedian, writer and director from India. She is popularly known for her humorous sketches which she writes and stars in for live performances as well as online platforms. In an online article, Hindustan Times referred to Sumukhi Suresh as ""India's Tina Fey."" She has been a part of stand-up comedy shows like Comicstaan, Go Straight Take Left, Comedy premier League and her solo special, Don't Tell Amma. But she is best known for her funny yet twisted web series, 'Pushpavalli'.

Description above from the Wikipedia article Sumukhi Suresh, licensed under CC-BY-SA, full list of contributors on Wikipedia.",Unknown,,,https://image.tmdb.org/t/p/w500/kbqRKZEu4d43QY85LhmuATEUvlt.jpg,sumukhisuresh,https://www.instagram.com/sumukhisuresh/,sumukhisuresh,https://twitter.com/sumukhisuresh,SumukhiSureshComedian,https://www.facebook.com/SumukhiSureshComedian,,,nm8379179,Q47035388,0.24
1282440,Happy Patel: Khatarnak Jasoos,Flavia,11,3391502,Sharvari Deshpande,,Unknown,,,,,,Acting,,Unknown,,,,,,,,,,,,,,0.12
1282440,Happy Patel: Khatarnak Jasoos,Jimmy Son,12,5943374,Ojasvi Bhatti,,Unknown,,,,,,Acting,,Unknown,,,,,,,,,,,,,,0.01
1282440,Happy Patel: Khatarnak Jasoos,Jimmy Son,13,5943376,Jehan Khambatta,,Unknown,,,,,,Acting,,Unknown,,,,,,,,,,,,,,0.04
1282440,Happy Patel: Khatarnak Jasoos,Jimmy Daughter/Young Mama,14,5943380,Gunja Javani,,Female,,,,"Rajkot, India",India,Acting,"Gunja is a talented and promising child artist known for her expressive acting, natural screen presence, and clear dialogue delivery. She has impressed audiences with her confident performances across TV shows, advertisements, and digital projects, and continues to shine with every role she takes on. Marking a proud milestone in her journey, she made her Bollywood debut in a worldwide released movie, earning appreciation for her charm, discipline, and performance skills. With passion in her heart and dedication in her work, she is steadily growing as one of the most admired young faces in the industry.",Unknown,,,https://image.tmdb.org/t/p/w500/jeBwJovEPu2WdLrZ80LYRx3xPW4.jpg,,,,,,,,,,,0.05
579974,RRR,Komaram Bheem,0,148037,N.T. Rama Rao Jr.,Jr NTR |  Junior N.T.R. | N.T.R. Jr.  | Nandamuri Taraka Ramarao Jr. | Young Tiger,Male,1983-05-20,,42,"Hyderabad, Andhra Pradesh, India",India,Acting,"Nandamuri Taraka Rama Rao (born 20 May 1983), known popularly as Jr. NTR, is an Indian film actor in Telugu Cinema and an accomplished Kuchipudi dancer. Tarak made his Telugu film debut as a child actor with Brahmarshi Viswamitra (1991) and Ramayanam (1997), which won the National Film Award for Best Children's Film in 1998. Five years later he starred in a lead role with Ninnu Chudalani (2001). His notable filmography includes Student No. 1, Aadi, Simhadri, Yamadonga which were hits and have established himself as one of the leading actors in contemporary Telugu cinema. Description above from the Wikipedia article N. T. Rama Rao Jr., licensed under CC-BY-SA, full list of contributors on Wikipedia.",Unknown,,,https://image.tmdb.org/t/p/w500/5ycQgZ3SPUa12bq0yn1jpToBq9X.jpg,jrntr,https://www.instagram.com/jrntr/,tarak9999,https://twitter.com/tarak9999,jrntr,https://www.facebook.com/jrntr,,,nm1694524,Q3498996,2.63
579974,RRR,Alluri Sitarama Raju,1,147023,Ram Charan,Mega Power Star | Konidela Ram Charan Teja | رام چاران,Male,1985-03-27,,41,"Madras, Tamil Nadu, India",India,Acting,"Ram Charan is an Indian actor, producer and entrepreneur who works predominantly in Telugu cinema. One of the highest-paid actors in India, he is the recipient of several awards, including three Filmfare Awards and two Nandi Awards.",Married,Upasana Kamineni,,https://image.tmdb.org/t/p/w500/twGqYUCR0Yh33j3TcgRTZRBRhTd.jpg,AlwaysRamCharan,https://www.instagram.com/AlwaysRamCharan/,AlwaysRamCharan,https://twitter.com/AlwaysRamCharan,AlwaysRamCharan,https://www.facebook.com/AlwaysRamCharan,,,nm2776304,Q3765047,2.58
579974,RRR,Jennifer 'Jenny' Buxton,2,2462673,Olivia Morris,,Female,1997-01-29,,29,"Kingston, Surrey, England",England,Acting,"Olivia Morris (born January 29, 1997) is an English film actress. She is from Kingston-upon-Thames, Greater London. Morris joined the National Youth Theatre and went on to train at the Royal Welsh College of Music and Drama, graduating in 2018. She is known for her role as Jenny in the Indian-Telugu action-drama film, RRR (2022).",Unknown,,,https://image.tmdb.org/t/p/w500/iAzUTXzFWwEkRx6Ygudqnx4DmtW.jpg,oliviakmorris,https://www.instagram.com/oliviakmorris/,OliviaMorris891,https://twitter.com/OliviaMorris891,,,,,nm11324543,Q111414840,0.65
579974,RRR,Scott Buxton,3,56614,Ray Stevenson,Рэй Стивенсон  | 레이 스티븐슨 | Рей Стівенсон | ריי סטיבנסון | ری استیونسون,Male,1964-05-25,2023-05-21,,"Lisburn, Northern Ireland, UK",UK,Acting,"Ray Stevenson (May 25, 1964 – May 21, 2023) was a film, TV and stage actor. He moved with his family to Lemington, Newcastle-Upon-Tyne, England in 1972 at the age of eight, and later to Cramlington, Northumberland, where he was raised. The second of three sons of a Royal Air Force pilot father and an Irish mother, As a child he dreamed to become an actor, but he also thought that dream was impossible. So he pursued his other love, art, and went to art school instead. He was an interior designer with an architectural firm in London when he at 25 decided to try out acting. Eventually he attended Bristol Old Vic Theatre School, graduating at the age of 29.

At the beginning of 90s, he began his career on films. He did a few TV films, one of them being The Return of the Native (1994), where he",Divorced,Ruth Gemmell,,https://image.tmdb.org/t/p/w500/9QCVNDgTgDEbGsa6w3JuECEPuQz.jpg,,,,,,,,,nm0829032,Q372947,2.39
579974,RRR,Cassandra Buxton,4,739,Alison Doody,آلیسون دودی,Female,1966-11-11,,59,"Dublin, Ireland",Ireland,Acting,"Alison Doody (born November 11, 1966) is an Irish actress and model. She is the youngest of three children. She was educated in a convent, where she gained a passion for the arts. She later studied at the National College of Fine Arts in Dublin, but left because she lacked the motivation and thought she would take a year off to think it out. Meanwhile, while sitting in a café with friends, she was approached by a still photographer who asked her if she would be interested to model. Thinking she could use the pocket money, she said yes. Modeling proved to be both fun and lucrative, and very soon she did it professionally. Her modeling contracts led to commercial work, which would take her around the world. One day, a casting director saw her work and suggested she try acting instead. She wa",Unknown,,,https://image.tmdb.org/t/p/w500/q5CpMFAjLP40JHgwS6qWku6arSC.jpg,alison_doody,https://www.instagram.com/alison_doody/,,,,,,,nm0233145,Q261193,2.25
579974,RRR,Alluri Venkatarama Raju,5,42803,Ajay Devgn, 	Vishal Veeru Devgan | Ajay Devgan,Male,1969-04-02,,57,"New Delhi, India",India,Acting,"Ajay Devgan is an Indian film actor, director and producer. He is widely considered as one of the most popular actors of Hindi cinema who has appeared in over a hundred Hindi films.  He has won numerous awards, including two National Film Awards and four Filmfare Awards. In 2016, he was honoured by the Government of India with the Padma Shri, the fourth highest civilian honour of the country.

Devgan began his professional career with Phool Aur Kaante in 1991 and received a Filmfare Award for Best Male Debut for his performance.  In 1998, he appeared in a critically acclaimed performance in Mahesh Bhatt's drama Zakhm and he received his first National Film Award for Best Actor for his role in the movie. In 1999, his most-talked-about film was Hum Dil De Chuke Sanam in which he played Vanra",Married,Kajol,,https://image.tmdb.org/t/p/w500/vnHQQFzTjJ0sv14DGMIoKa3qTxN.jpg,ajaydevgn,https://www.instagram.com/ajaydevgn/,ajaydevgn,https://twitter.com/ajaydevgn,AjayDevgn,https://www.facebook.com/AjayDevgn,,,nm0222426,Q146929,4.25
579974,RRR,Sita,6,1108120,Alia Bhatt,阿莉雅·布哈特 | عالیا بات | عالیا بهات,Female,1993-03-15,,33,"Mumbai, Maharashtra, India",India,Acting,"Alia Bhatt (born March 15, 1993) is a British and Indian actress and entrepreneur working mostly in Bollywood films.​ The daughter of filmmaker Mahesh Bhatt and actress Soni Razdan, she debuted as a child actor and slowly became one of India's highest-paid actresses. Her accolades include a National Film Award and six Filmfare Awards.",Unknown,,,https://image.tmdb.org/t/p/w500/RBnTJPegPFLBS4VPsNLbf6iAoD.jpg,aliaabhatt,https://www.instagram.com/aliaabhatt/,Aliaa08,https://twitter.com/Aliaa08,aliabhatt,https://www.facebook.com/aliabhatt,,,nm1017633,Q4725343,1.88
579974,RRR,Alluri Venkateshwarulu,7,585397,Samuthirakani,Samuthira Kani | P. Samuthirakani | P. Samudhirakani | Samudhirakani | Samudhira Kani,Male,1973-04-26,,52,"Rajapalayam, Tamil Nadu, India",India,Acting,"P. Samuthirakani is a Tamil film actor and director. He worked as an assistant to director K. Balachander. His 2009 directorial Naadodigal was a runaway hit, which was later remade in three languages. He has acted in several films as well and is best known for his performances in Subramaniapuram and in Easan, both directed by M. Sasikumar.",Unknown,,,https://image.tmdb.org/t/p/w500/hicCPOdDfSRCEYkeb9g53FOY19A.jpg,,,thondankani,https://twitter.com/thondankani,,,,,nm2284321,Q7413131,1.16
579974,RRR,Malli,8,3482249,Twinkle Sharma,,Unknown,,,,,,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/xYGDBO8uE6SK8n1wqUcrBBYMmrX.jpg,,,,,,,,,,,0.34
579974,RRR,Alluri Sarojini,9,145628,Shriya Saran,Shreya | Shriya Saran Bhatnagar | श्रिया सरन भटनागर | Sriya Saran | Shreya Saran,Female,1982-09-11,,43,"Dehradun, Uttarakhand, India",India,Acting,"Shriya Saran also known by the mononym Shriya, is an Indian film actress, model and presenter. She has worked in mulitple of the regional industries of Indian cinema, including Hindi, Tamil, and Telugu language films, as well as a few films in English, Malayalam and Kannada. Saran made her film debut in 2001 with Ishtam and had her first commercial success with the Telugu film Santhosham (2002). She would subsequently appear in several Telugu films, while making in-roads in the Hindi and Tamil film industries. In 2007, Saran starred in Sivaji: The Boss, the highest grossing Tamil film at that time. Her following projects include such Tamil films as Azhagiya Tamil Magan (2007) and Kanthaswamy (2009), as well as high-budget Hindi productions like Mission Istanbul (2008), her roles in which h",Unknown,,,https://image.tmdb.org/t/p/w500/ioOgKBSCJhOdKoZpg86ld7zANbf.jpg,shriya_saran1109,https://www.instagram.com/shriya_saran1109/,shriya1109,https://twitter.com/shriya1109,ShriyaSaranOfficial,https://www.facebook.com/ShriyaSaranOfficial,,,nm1328152,Q292943,1.95
579974,RRR,Jangu,10,3030527,Chatrapathi Sekhar,Chatrapathy Sekhar | Chatrapathy Sekar | Chatrapathi Shekhar | Chatrapathy Shekhar | Chatrapathi Sekhar,Male,,,,,,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/sLP6V1McdVPwp3smHzEzuXs8ubM.jpg,,,,,,,,,nm6252873,Q98809326,0.4
579974,RRR,Peddanna,11,130990,Makrand Deshpande,Makarand Deshpande |  Mac Deshpanday | Makarand Vinayak Deshpande | Markand Deshpande | Makrandh Deshpandey,Male,1966-03-06,,60,"Ratnagiri, Maharashtra, India",India,Acting,"Makarand Deshpande (born 6 March 1966) is an Indian film actor, writer, and director in Hindi, Kannada, Marathi, Telugu, Malayalam cinema, and Indian Theatre. He is often seen in supporting and pivotal roles in various films like Jungle, Sarfarosh, Swades, Makdee, and Darna Zaroori Hai where he often plays drunkard, wayfarer, and comic roles. He has directed over 5 films.

The bulk of his work, however is in theatre. He has written 350  full-length plays and at least 12 short plays and has his own theatre company, Ansh. Deshpande has an unconventional personality and is noted for his unusual outfits and hairstyles. He lives in Vile Parle in Mumbai. He studied in Shri BPM school.",Unknown,,,https://image.tmdb.org/t/p/w500/aGA9mjohVWWTeTmutXikSSCYq9x.jpg,,,,,,,,,nm0221218,Q6738761,0.9
579974,RRR,Lacchu,12,1882128,Rahul Ramakrishna,,Male,1991-01-15,,35,"Secunderabad, Andhra Pradesh, India",India,Acting,"Rahul Ramakrishna is an Indian Telugu-language, journalist, actor and writer. After discontinuing his engineering in 3rd year, he worked as a journalist in a evening daily, Post Noon, and Metro India. He also worked as a translator for national media journalists and a Swedish newspaper. He also wrote movie reviews for Hindustan Times website. He started his film career in theater. He made his debut with TV short film, Sainma.",Unknown,,,https://image.tmdb.org/t/p/w500/jsRbEXcUgR8zniBb3UTGOqrtxV9.jpg,weirddivide,https://www.instagram.com/weirddivide/,eyrahul,https://twitter.com/eyrahul,,,,,nm8412322,Q38186151,0.6
579974,RRR,Young Alluri Sitarama Raju,13,2684809,Varun Buddhadev,,Unknown,,,,,,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/u5TGHF81UZwCBuDrv7D3x3DPYuC.jpg,,,,,,,,,nm8858156,,0.24
579974,RRR,Edwards,14,1936126,Edward Sonnenblick,,Male,1969-12-31,,56,"Cupertino, California, USA",USA,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/8RAG0dhQp1L50zMpP0sh1rLP3tf.jpg,,,,,,,,,,,0.25
1561955,Stephen,Stephen,0,5747150,Gomathi Shankar,,Male,,,,,,Acting,"Gomathi Shankar is an Indian actor, director, and film writer who works predominantly in the Tamil film industry.",Unknown,,,https://image.tmdb.org/t/p/w500/pzzV0Tyl40o2Hg7Dq4MWAufwGN8.jpg,thenameisgoms,https://www.instagram.com/thenameisgoms/,,,,,,,nm11479836,,0.04
1561955,Stephen,Seema,1,1810366,Smruthi Venkat,Mishi Venkat,Female,1994-01-09,,32,"Kerala, India",India,Acting,"Smruthi Venkat is an Indian actress, who works primarily in Tamil Cinema.",Unknown,,,https://image.tmdb.org/t/p/w500/dpzzYk2fZxo0DAai2VTBQBpBLYv.jpg,smruthivenkat,https://www.instagram.com/smruthivenkat/,smruthi_venkat,https://twitter.com/smruthi_venkat,,,,,nm9638687,Q106390891,0.36
1561955,Stephen,Michael Thangadurai,2,580654,Michael Thangadurai,,Male,,,,,,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/rG1dgqpDsMJC4fI5JcNmhtPk0OD.jpg,,,,,,,,,nm6176534,Q6834839,0.3
1561955,Stephen,Stephen's Mom,3,5855863,Vijayashree,,Unknown,,,,,,Acting,,Unknown,,,,,,,,,,,,,,0.05
1561955,Stephen,Stephen's Dad,4,1422315,Kuberan,,Unknown,,,,,,Acting,,Unknown,,,,,,,,,,,,nm5950498,Q19899016,0.05
1561955,Stephen,Krithika,5,3073650,Shrisha,,Female,,,,,,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/2yTUTZ1AhYBH0BT7bfj2KF1ABPx.jpg,shri__sha,https://www.instagram.com/shri__sha/,shrisha__,https://twitter.com/shrisha__,,,,,nm12885507,,0.14
1561955,Stephen,Mary,6,2121282,Harija,Eruma Saani Harija | 'Eruma Saani' Harija | R. Harija,Female,1995-05-18,,30,"Kerala, India",India,Acting,"Harija is an south Indian actress, mostly works in Tamil movies and Web-series",Unknown,,,https://image.tmdb.org/t/p/w500/jXnKqfivxA1prIPwm8yuOek0TUe.jpg,harijaofficial,https://www.instagram.com/harijaofficial/,OfficialHarija,https://twitter.com/OfficialHarija,HarijaOfficial,https://www.facebook.com/HarijaOfficial,,,nm9135164,,0.1
1196946,Ikkis,Brig. Madan Lal Khetarpal,0,85655,Dharmendra,धर्मेन्द्र | Dharam Singh Deol,Male,1935-12-08,2025-11-24,,"Ludhiana, Punjab, India",India,Acting,"Dharmendra Singh Deol known as Dharmendra, is an award-winning Legendary Hindi film star who has appeared in more than 200 Hindi-language films. In 1997 he received the Filmfare Lifetime Achievement Award for his contribution to Hindi cinema. He is regarded as the Undisputed ""Action King"" of Hindi cinema having starred in numerous action blockbusters and is greatly considered a Living legend. He is father of notable actors Sunny Deol, Bobby Deol and Esha Deol. He was the Main lead of the all-time Blockbuster film, Sholay and also went on to star in numerous successful Bollywood films cutting across four remarkable decades. Dharmendra has thus established himself as one of the most prominent figures of the Hindi film industry",Divorced,Hema Malini,,https://image.tmdb.org/t/p/w500/aagrv7LIDWq0GxZelUPqubCg7sH.jpg,,,,,,,,,nm0004429,Q379157,1.41
